author_name,rating,text
范智傑216,5,"裡面空間舒適，開放時間也很長
平日：8:30-23:30
六日：8:30-21:30"
陳葆光,5,因應疫情，入館處需配合使用自動測額溫儀器
Hsin-Yu Su,5,環境舒適，四樓是近幾年裝潢的，漂亮但是冷氣聲音有點大，想要安靜看書可能要到高樓層
Bella,5,3F讀書環境很不錯，筆電也很方便充電
頭泥望,5,豐富藏書，每個月都有新書喔^^ 超讚
廖墨,5,"環境小巧而精
不會有太多奇怪的人出沒
很適合在校生來K書"
林太森,5,三樓整修過，並且開放兩棟互通，空間明亮、寬敞，非常適合讀書與放鬆，但不適合休息睡覺
YS Lin,4,"藏書區很擠的感覺
不過溫書的環境不錯

整棟樓設計有點怪..."
遠弋,5,安靜，舒適
ethan,3,"優點：館藏豐富、環境安靜、智慧感應燈控、智慧換證系統。
缺點：全館8層樓男生廁所只有2間、室內空間狹小天花板矮容易撞倒頭、2樓前後棟竟然不相通、2樓中間做出大坪數浪費空間的中空設計導致移動空間阻礙。"
Serena Chin,5,前棟三層樓有二層樓面有男廁 應該是樓上沒找到.
Skylande0,4,藏書豐富 二樓新增六個討論空間可以討論使用 外校人士可換證進入
郭長榮,4,"缺點：自習室靠近冷氣的位置，冷氣出風口直吹頭部(無法自行調角度)，需自備有帽子的薄外套。

優點：自習室很棒，讀書風氣很好。圖書館的藏書也很多，外校登記進入圖書館的系統也電子化，是個很棒的學習環境！！"
Eric Lee,5,"藏書豐富，適合閱讀沈思的地方！
校外人士也可換證進入"
涂奕棋,5,宗樺讀書的好去處
李家宇,5,圖書館藏書多，很適合閱讀的地方，校外人士也可換證進入
中立,5,書很多且環境舒適！
伊織真名,5,就是個圖書館毫無疑問
雪煾,5,中正圖書館？？
張肇元,1,這裡到底是圖書館還是餐廳啊？！
Kuan Lin,5,優質
露比汪汪 Ruby Wang,5,很喜歡在這邊唸書！
Arthur Liu,3,有點小
許凱斯,5,讀書氣氛很棒
Nick,4,就是喜歡
Henry Hsu,5,看書的好地方!
Tzu-Wen Lin,5,找資料時的救星
Peter Ho,5,很多電影可以看
倪好（安安）,4,冷氣開很強
Yi Jason,5,對校友友善的好圖書館
鄭鈞哲,5,很多書
李昆諭,5,很安靜
Engr.Mubashir ali,5,"(由 Google 提供翻譯) 這是該大學排名第七的國家，幾乎所有工程學科都包括機械，化學，電氣，土木和建築等。

(原始評論)
This is the Country 7th ranked University with almost all engineering desciplines including Mechanical, Chemical, electrical, civil and architecture and so on and so forth."
ABDUL LATIF,5,"(由 Google 提供翻譯) 圖書館非常漂亮，您可以藉很多書。

(原始評論)
The library is very pretty and there are a lot of books that you can borrow."
Claudio Batistuta,5,"(由 Google 提供翻譯) 週末營業至21.30，而工作日營業至22.30〜3層，每層都有舒適的沙發，可放鬆身心。
您在這裡學習不會感到無聊。

(原始評論)
On weekends it only opens till 21.30 but on weekdays it opens till 22.30 ~ it has 3 floors, and each floor has a comfortable sofas to rest your body & weary mind.
You won't get bored studying here."
Hassan Kamoga,5,"(由 Google 提供翻譯) 指示大學周圍所有地方的好地方

(原始評論)
Good place with directions to all places around the university"
Rocky Hsiao,5,"(由 Google 提供翻譯) 好地方。

(原始評論)
Good place."
翁劭傑,5,"(由 Google 提供翻譯) 台灣最好的大學

(原始評論)
Best University of its kind in taiwan"
Veeresh Ittangihal,5,😃 😃
isaac matere,4,
簡丞志,5,
Tesalonica Yakoba,5,
陳聖方,5,
許景程,5,
張家煌,4,
李志民,5,
語荷,5,
HUNG T,5,
Noorman's Notes,5,
leo lee,5,
小象Sean,5,
ANINDYA SUNDAR JANA,5,
Đoàn Hoàng Phương - Nicolas - 方,5,
育維,5,
Olivia Ferlita,5,
Kelin,5,
minchin chang,5,
time cheerful,5,
張永昊,3,
黃盈竣,5,
ching-hsu yang,5,
JOJO維,5,
Teman Cerdas,5,
ian wang,5,
Chang yi heng,5,
Dylan Kao,5,
Locust Huang,5,
Josh Ji,5,
Edwardo Enricco,5,
jalin huang,1,
Blueink Chen,1,
林聖凱,3,
珍珍娜,5,
Qadir Abbasi,5,
Akhmad Lutfi rusidi,5,
陳柏翰,5,
J.J.,4,
LEE jimmy,5,
朱明遠,5,
王柏崴,3,
張起靈,5,
Herschel Wang,3,
Tina CH,5,
孫培元,4,
Benedictus Widhianto,5,
amit gope,5,
Winston Su,4,
Shoeb Azam Farooqui,5,
HONG LEONG YONG,5,
John Lee,5,
吳庭安,5,
吳康榮,5,
boy chen,5,
William Ren,5,
Raymond Lee,5,
Uthandi selvarasu,4,
Glleen Allan M,5,
張翔竣,5,
JAMES KU,5,
許度,5,
