author_name,rating,text
yunhan,5,如果是要學正統的瑜珈，這裡是最佳選擇。雖然不像坊間有優美的環境，也沒有帥氣又美麗的瑜珈老師。但從瑜珈歷史來源，到每個動作、手印、梵咒、呼吸法、觀想對內脈輪和外脈輪的影響，老師都講的清清楚楚。建議希望能深入學習正統瑜珈，同時鍛鍊身心靈的學生前來。因為脈輪瑜珈的真正目的，就是古時聖者為了對治業力習氣，同時提升靈性而做的鍛鍊。對於改善健康、情緒和心靈的作用，都有非常大的功效。然而現代版的瑜珈，多重視體態的修飾和動作的美觀，使得傳統的瑜珈，不受大眾青睞。加以此處少有人宣傳的關係，所以 …
Te-Cheng Terry Su,5,靈性成長的好地方！
Cinmayii Hua,5,很舒適的地方，來這邊修行的人們給人的感覺也很純淨喜悅自在 ！非常喜歡
Leonard Yeh,5,傳承印度悠久歷史的瑜伽體位法與靜坐
Jimmy Tsai,5,身心靈平衡、喜悅之路。
Ácárya Yogánanda Avadhúta,5,"(由 Google 提供翻譯) 超級友好的工作人員，在安靜的位置提供一流的瑜伽和冥想課程

(原始評論)
Super friendly staff, great yoga & meditation classes in a quiet location"
Yuktesha Sarkar,5,
語荷,5,
游惠婷,5,
陳群文,5,
michelle hsu,5,
Chieh ju Lu,5,
Lili Wu,5,
朱俐穎,5,
鄒宜蓁,5,
