author_name,rating,text
Hanson Tsai,5,建築跟裝修設計相關的書很齊全！很適合來逛逛(會不小心失手買了一堆書XD
vinci da,5,"書店人員服務態度很好,並環境乾淨明亮"
許德偉,5,很專業建築相關書局，來這裡就對了，什麼都有～
Chi Chao Hung,4,很棒的工具書書店，每隔一陣子就可以來找買一些專業書籍充實自己。
yichenchiang,3,建築書籍多樣豐富，平日在巷內停車尚稱方便。
蔡春山,5,專業書店，服務親切，有別一般書店，讚讚
0535 ming,4,店裡小姐很親切，店面比較像辦公室
Chiahuang Liu,4,建築、土木、水利、水保、裝修、機電、消防...等各工程專業書籍出版販賣，在台灣工程專業用書含專技高考書籍，版本齊全，可能其他書局無法如此齊全
Andy Liu,5,土木建築書很齊全  櫃臺小姐很有禮貌
Cay Chen,5,書很齊全～還有考試的推薦書單～人員都很親切！
洪志菁,5,好書很多喔。
陳宥羽,5,訂購前電話詢問書籍有耐心花時間確認，並且不會因為訂購數量少而態度不佳。
張佳文,5,這裡建築土木的書很多，有些書店沒有的書，都可以來這邊找找看或詢問櫃檯，而且折扣大多85折，還可以刷卡，摩托車還滿好停車的，1樓就是彰化銀行很好認，我常常來這裡買書，如果上班時間沒辦法來，只要確定書名，還可以打電話請書店把書留給1樓管理員，等自己下班時間過來拿，錢管理員會幫忙轉交書店，算是很貼心的服務。
紫妃姬,5,營造業人士必逛的書局之一，購買專業書一定要來這裡看看
Tong Hsin Liu,4,專業性夠，但上班時間開門，要請假去有點...。
SVL ES (SVL),4,"定位：建築、土木、都市計劃、景觀等專業書店｡
優點：書籍豐富不重複，分類清楚｡
缺點：不少書有受潮狀況，空間稍嫌狹窄，"
陳思宇,5,超棒的 平常買不到的土木冷門書找了好久終於在這裡找到 而且一進門就會主動問你需要哪類型的書 給他五星級 不過標示沒有很清楚 書局要做電梯到大廈九樓
林冠甫,5,考試用書齊全，有網頁可先查尋
張睿宬,5,"專業的建築書店，營業時間比較短，
但有增設購書服務，可至管理員處購買"
Jackson Tseng,5,"營業時間只有週一到週五~有點不太方便~只能翹班去逛逛~
不過找不到書的時候~詢問櫃檯都能很快且迅速地找到想要的資訊!!
裡面提供座位, 可以先觀看內容後再考慮購買!!"
Lee CY,5,服務好，主動詢問要什麼書，非常快速
林羿伸,5,如果你是建築人，此生沒來過，那你就白活了
呂弘達,5,服務人員親切
Jim Tang,5,好多專業建築相關書籍都可以在這找到～～
黃宜鈞,5,選擇多樣 服務態度佳~
Ting,4,店員主動詢問需不需要幫忙找書，服務不錯，專門賣建築書籍，只是規模沒想像中大。
郭哲綸,5,正常上下班，想好好來逛書店很困難
薛光欑,5,隱藏在一個大樓裡面和平東路一段177號9樓 也就是在和平東路跟青田街的轉角處 樓下是彰化銀行 很特別的書店
tvfan1226 tvfan1226,3,"怎麼改成周末沒營業, 平日也太早關門了吧~ 這樣下班都無法去逛。。。"
chang chinghsuan,4,建築及土木專業書店，可惜只開到晚上六點
北科大-洪志菁,5,好書局
游博丞,5,專業服務
林順和,4,北部地區營建專業領域書籍專賣
田宏,5,專業都市規劃/建築/裝修/設計 書店
蘇俊名,5,"提供多種建築專業書籍。
新書常有優惠價。"
齊國平,4,購買土木建築專業書
張正霖,5,土木建築好書局
黃振庭,5,超級隱密但專業的書很多
任柏澄,5,建築室內設計相關書籍最詳盡的書局
Melissa Liu,4,建築相關參考書專賣店
文哥,5,建築書籍相當齊全
Ning Huang,5,建築相關書籍很齊全
ju collin,4,工具書很多
張明禮,5,土木人的最愛
危巍,5,常來
彭冠峰,5,專業書籍多
Chang Kent,3,單純找書
邱創森,5,土木工程的專業書局
沈介英,4,專業書籍
梁兄,5,專業的書店
周少俠,5,非常專業的書局
Jimmy Chen (Jimmy),5,建築專業書局
江軍,5,建築土木專業書籍
Seraph Tsai,5,服務好
黒木なつこ,5,"(由 Google 提供翻譯) 很難找到它，但是它是一個很棒的建築書店！
從法律到歷史以及實用的教學材料，建築都是一切。告訴他們您要尋找的內容，他們會立即找到，並且工作人員會熟悉這本書。
還可以使用卡片，因此您可以放心地購買昂貴的書籍，如果您對台灣的建築感興趣，那麼這是一個必看的地方。

(原始評論)
ビルの上にあり、ちょっとわかりにくい場所なのですが、素晴らしい建築書店です！ …"
郭禮銓,3,"(由 Google 提供翻譯) 普通

(原始評論)
普通"
孫紹華,5,
ANDY LU,5,
彭思亮,5,
何坤鑫,5,
ching feng Hsu,5,
sungkai Hung,3,
k卡爾,4,
Willy Hsu,4,
林忠霖,5,
h120666226,5,
Eddie Tu,5,
張景陽,5,
林Lin勇宇Yung Yu,5,
Ruti,4,
Ren taichung,5,
呂紹男,5,
WJ Jhao,5,
洪秉宙,4,
克紹黃,5,
Phoenix Lin,4,
Jim Chih-chun Huang,5,
林賢聰（Primo Lin）,5,
parpar Wang,4,
Allen Tsai,1,
吳英奕,5,
劉奇品,5,
陳韋廷（Kevin）,5,
nicolas 21232,5,
james lu,4,
walk_life,4,
Louis Chao,3,
Stan Lee,4,
David Sun,4,
Shuo-Chi Tsai,5,
吳峻豪,5,
林智淵,4,
BigWeiWei,5,
張凱閔,5,
黃文遠,4,
何佳錡,3,
Alice Chen,5,
Herschel Wang,4,
PO CHEN PAN,5,
侯展鈞,5,
胡新廷,5,
Andy C.J. Nien,5,
邱柏榮,5,
李晨暘,5,
沅和李,4,
