author_name,rating,text
Winnie Lin,5,"龍門國中真的是所優質的好國中，絕大多數的科任老師專業又相當有熱忱，老師平均年齡約四十歲左右，且校長丶學務主任及教務主任等團隊績極，令身為家長的我十分放心。

數學丶理化丶生物丶英文老師很強，就連歷史和國文老師也是強到超出期待，所以我的小孩7丶8年級都不用補習，直説：只要上課認真聽，做筆記就學會了，買各科練習卷在家寫就很可以了。

而且正常化教學，七八年級社團、體育課、家政烹飪丶工藝丶藝術…街頭藝人，活動多様豐富。 …"
Stanley Lin,5,"優質國中
尤其是地理教的特好
到大學仍受用不盡"
林天恩,1,"室內體育館的管理人員，口氣不知道再兇什麼，
每次都出去吃飯晚開門，耽誤租用場地的時間，
早到也不能上去熱身，說到的太早不能上去，但是下一場的每一次都早30分鐘到1小時到就可以熱身。那是不是應該也要把一樓大門鎖起來不讓下個時段的提早熱身？"
FunPH Wu (狗狗),5,本來假日想帶寵物走走，但是因為疫情的關係校園內不開放了，我們只好繞著周圍走，結果才發現龍門國中的後面也是一個很漂亮的風景！
IF Wang,4,一個有古蹟在校園裡的國中！
哈哈佑佑,5,"游泳池不錯 校內還有古蹟
可以來這邊運動"
魏廷宇,5,同學超帥
汪冠洲,4,學習知識的所在
Marty Chen,5,15屆畢業裝飾。
STUD Chiang,5,"裏頭有著一個寶, 龍安坡黃宅濂讓居"
Paul Ou,5,好學校環境，很適合周末運動
Giulia Chen,5,老師嚴格，但真的成績能進步。我成績開學時本來只能拿很低的分數，但久了以後（大概在七年級二次段考到三次段考之間）我的成績開始有了些起色。龍門國中教材真的不錯，上課大部分都可以很容易了解，學校會安排各種不同的考試，模擬會考，讓我們熟悉考試方式。
賴毅彰,1,警衛大哥講話的態度及口氣非常非常的差，讓人非常的不舒服！
Michael Wann,5,五育均衡發展的新學校，自王薏蘭校長起，排名直追臨近升學名校金華國中
Yu-Sheng Li,5,週末開放操場的時候可以來跑跑步打打球
Irene 02,5,"讀過就覺得很驕傲
重視學生除了讀書之外的能力
老師非常關心學生
想盡一切辦法來幫助學生課業等
雖然不是全部......"
Timothy Guo,5,"很棒的學校
設備新、老師教學用心"
liao jo,3,"也是一個可以跑步的地方
只是操場比較小....
跑久了很煩....."
經武陳,4,環境佳多元教學
芷維,5,身為龍門人為龍門感到驕傲  喜歡學校寬敞的走廊  老師也都很親切
Hsiang-Hsuan Kung,4,游泳池很不錯，地下室是腳踏車拖吊集合場。
Lihwa Liao,5,很棒的學校，走廊超寬敞，設施建設新穎，老師都很年輕，校風清新
馬蒂,1,警衛人員的態度與口氣很不好
Kyle Lin,5,很新很漂亮 上課內容多元 推薦來龍門就讀
陳鳳儀,5,古蹟校舍超美麗❤️
01 kuo,1,吳嵐熙的母校 不優
王大宇,5,龍門地大 老師好
楊德坤,4,很漂亮的校園
許乃文,5,環境乾淨優美
阿公愛種哈密瓜,1,只會做表面
康哥,5,優秀的學校
李幸福,4,優良校園
Arthur Wu,3,台北市公立國中小之一
yi-yun fan,5,建築新穎
王興平,2,"(由 Google 提供翻譯) 印像中整個學校的優點就只有多數學生的升學表現是全北國中的前幾名而已儘管學業表現優良霸凌事件還是有老師也只想敷衍了事甚至只以學生的成積來區分對待同學的態度這個學校就連成積優異的學生都存在著態度和品性都惡劣的人當老師的並不是只要在乎學生的成積就好吧

(原始評論)
印象中整個學校的優點就只有多數學生的升學表現是全北國中的前幾名而已 儘管學業表現優良 霸凌事件還是有 老師也只想敷衍了事 甚至只以學生的成積來區分對待同學的態度 這個學校就連成積優異的學生都存在著態度和品性都惡劣的人 當老師的並不是只要在乎學生的成積就好吧"
Jolly Roger,5,"(由 Google 提供翻譯) 這附近最好的高中之一。

(原始評論)
One of the best high schools in this neighborhood."
Peter Wang,5,"(由 Google 提供翻譯) 魚躍龍門，直上青雲，這不但是對學子的期許，更是對學校本身的期許!

(原始評論)
鱼躍龍門，直上青雲，這不但是對學子的期許，更是對學校本身的期許!"
