author_name,rating,text
州,4,"【葡萄奇異果汁 80元】
還不錯，葡萄和奇異果的味道調和的剛好。"
Wan rong Hsu,5,"搭配的超好喝又真材實料
讓人愛上紅蘿蔔汁的店！"
Penny,5,"「 水果盒 」超豐富而且新鮮又甜 只要 $80
上層裝滿，（看不到的）下面還有滿滿的鳳梨跟芭樂
超級推薦👍🏻👍🏻👍🏻👍🏻👍🏻！！！！

幫公司同事團頭訂了4次！ 大家都很喜歡❤️"
フォン,5,原汁原味，真材實料
岳軒宇,5,每天都大口一喝綜合果汁
Sylvia Shih,4,水果盒$50，超澎湃，塑膠盒裝整個炸開，推！
Dory,5,"真材實料～不加水的果汁 推推！
學校附近有這種果汁店真的太幸福了！"
Ricky Lan,5,"真材實料
七樣水果的綜合水果盒只要50
果汁牛奶也好喝"
fan david,5,真材實料，大推
小魚,5,果汁都很新鮮，很好喝
ayk nyk,4,"(由 Google 提供翻譯) 牛d和牛汁對牛d的感覺比我預期的要好，我認為人們喜歡不喜歡，但味道很好。由於這一點，第二天的交流狀況良好！

(原始評論)
牛蒡とグゥバのジュースが、思った以上の牛蒡感で、好き嫌いは分かれると思いますが美味しかったです。おかげで翌日のお通じが快調でした！"
王郁芸,5,
A-Kwon Fang,3,
吳思穎,5,
Romaz Rau,4,
