author_name,rating,text
shop ringo,5,人不多喔，自習室與公設都很整潔
Alan Hsu,5,1樓是全聯，自習室是在3樓，館藏豐富，座位多且寬敞
許惠慈,5,"好停機車
#購物"
鄭育佳,4,讀書的好地方，但3樓自習室跟4 5樓圖書館都太熱了，希望冷氣能開強一點。
Takeshi Yo,1,一個老阿伯拿一個環保局袋子坐電腦桌霸佔自修桌／請嚴格控管
蘇士哲,3,位子不多，可以去樓下自習室
J C,1,"不是唸書的好地方,再也不會去了
工作人員會趕人,即使只是看書,也沒發出甚麼聲音
距離國考只剩沒幾天,遇到這種狀況
說真的~我以為圖書館就可以好好看書
卻只是讓心情差得完全看不下書"
劉禎文,4,政府單位嗎還是不錯啦 有時間可以去看看書刊雜誌環境很好
L Sammi,4,"飲食書籍藏書最多的分館，借閱方便。

@每個人的評價都不足以造就你心中的價值，想知道對你而言值不值得請自己親自體驗一次吧！"
catherine li,5,圖書館十分寧靜 適合閱讀 環境乾淨整齊
Charlie Chen,5,乾淨，安靜，適合讀書的地方
ingrid Su,2,很奇妙的地方！自修室不像自修室，裝水丶看報紙丶看筆電丶小情侶調情丶教小孩寫功課嘰嘰喳喳，還有吵架互告的⋯⋯館員只會被動冷處理外加晚娘臉。一個令人不想來卻又不得不來的地方⋯⋯誰叫我們需要自習空間! 設置置物櫃卻不給放又是哪招?
CHIANG TE-YUN,5,環境好，安靜適合閱讀
Anthony C,1,"在網路罵人廢物的自習室，開站在你們這邊開戰嗎?
挺92共識要那麼兇? 頭腦是很有用的東西，希望這邊也找的到"
李柏蒼,5,帶孩子去吸收大地日月精華
潘麗卿,3,六合自習室都不像其他分館一樣有隔板 然後冷氣不強，
謝祥威,1,不推，自習室很聒噪又很兇！
杜謹,3,地點 環境 管理ok
黃C,1,自修室位子太少 希望像大安分館那裡的自修室一樣桌子有隔板
CoCo Yang,5,服務很好，友善
008林漢潁,1,"自修室不是應該保持安靜嗎？清潔人員門關那麼大力，走路不是撞到桌子就是發出噪音
是在吵三小啊？？"
Jamie Ting,5,舒適的閱覽、試聽環境
Esther,4,乾淨舒適，環境很好，有分離的自修室也很乾淨，座位蠻多
Chooo Dark,1,狀況特別差
Howard WU,1,會在網路上罵人廢物的自習室。
小老虎,3,館員親切
許白癡,5,環境好、座位多，很少沒有位置，適合全家大小一起讀書
蔡品萱,5,服務親切，感恩
KUOLIN LIAO,2,自修室沒開空調很悶，白天和晚上都是，建議剛進去先放好東西出來走走讓身體熱氣消除再進去做下位置
許紫姍,1,不論夏天還冬天去，樓上都有很重的體味..
魏于凱,5,很多童書，繪本也算多，值得推薦
蕭永信,5,適合帶小朋友來看書，環境舒服！
Sarah Song,4,有幼童區，可帶孩子去看書，但假日有時人多到沒位置坐
GWA,4,筆電區插座有點少
林唯寬,4,環境很好
Bruce Lei,4,環境舒服不擁擠
洪世威,5,補充知識得好地方
yun Lin,5,"(由 Google 提供翻譯) 冷氣適宜，不會太冷。可以藉影片、休閒地閱書，蹓小孩，是離家近的精神糧食。 PS藏書有一點少，也希望能多辦些活動:)

(原始評論)
冷氣適宜，不會太冷。可以借影片、休閒地閱書，蹓小孩，是離家近的精神糧食。  PS藏書有一點少，也希望能多辦些活動:)"
廖偉彤,4,"(由 Google 提供翻譯) 可以藉書也可以租影片還有電腦可以幫助查找書籍，而且星期六有一段時間樓上是可以聽故事的是個可以安靜閱讀的好地方。

(原始評論)
可以借書也可以租影片還有電腦可以幫助查找書籍，而且星期六有一段時間樓上是可以聽故事的是個可以安靜閱讀的好地方。"
Lily Yang,3,"(由 Google 提供翻譯) 位於全聯背後四F，環境安靜，看報人多，幼兒看書區環境清靜優良，可藉書及錄影帶。

(原始評論)
位于全聯背後四F，環境安靜，看報人多，幼兒看書區環境清靜優良，可借書及錄影帶。"
TZU-LING LI,5,"(由 Google 提供翻譯) 首次訪問可能很難找到。閱讀和學習的好地方。

(原始評論)
It may be hard to find for the first visit. Great place to read and study."
yun-ping Wu,4,"(由 Google 提供翻譯) 非常好。安靜，乾淨，

(原始評論)
Very nice.quiet, clean,"
Yas Wang,1,"(由 Google 提供翻譯) 了不起

(原始評論)
了不起"
KaeJiun Jan,5,"(由 Google 提供翻譯) 好地方

(原始評論)
好地方"
Otto Lai,4,"(由 Google 提供翻譯) 友好的員工易於訪問資源

(原始評論)
Friendly staffs easy to access resources"
Chi Chi,5,
CHW,5,
陳閃,5,
吳福智,2,
邱靖惟,4,
張玉蘭,5,
Lewis,3,
謝宗傑,5,
蘇成彬,5,
吳東林,5,
Aaron Chang,5,
henry Fang,5,
ling chen,4,
毛咪,5,
lee lrr,5,
Casper Che,5,
Nina Yang,5,
Amy Chen,4,
Twotwo Chen,2,
黃達宸,5,
陳德可,4,
Shan-Ti Chuang,5,
張佑芹,5,
Ray Chang,5,
陳品介,5,
紫君宋,3,
激怒李薇拉的開外掛育兒生活,5,
chao chiahsi,4,
宋書璟,5,
李佳紘,5,
ERIN HSU,4,
honda jone,4,
柳邑翰,5,
李文蓮,4,
chefu wang,5,
dao Mr.,5,
Chao Daniel,5,
桑彥羣,5,
Vivian范,4,
黃獻戊（Sam）,5,
P. P pink princess P.P,5,
